时间,行业,行业指数,涨跌幅,流入资金(亿),流出资金(亿),净额(亿),公司家数,领涨股,领涨股涨跌幅,领涨股当前价(元)
2017-12-04 11:25,电子制造,5125.64,-1.04%,11.80,13.04,-1.24,47,立讯精密,4.56%,24.78
2017-12-04 11:25,通信设备,3460.99,-1.06%,31.47,33.45,-1.98,87,武汉凡谷,5.64%,14.04
2017-12-04 11:25,服装家纺,2761.39,-1.06%,4.05,5.31,-1.25,52,三夫户外,4.06%,26.90
2017-12-04 11:25,汽车零部件,3116.94,-1.07%,10.09,14.08,-3.99,103,福耀玻璃,2.38%,27.12
2017-12-04 11:25,通用设备,3523.9,-1.30%,9.53,14.76,-5.23,149,红宇新材,3.62%,7.73
2017-12-04 11:25,专用设备,3575.17,-1.30%,11.69,18.28,-6.59,142,合力科技,44.02%,20.48
2017-12-04 11:25,建筑装饰,3919.8,-1.32%,12.74,18.88,-6.14,118,雅百特,5.70%,9.09
2017-12-04 11:25,汽车零部件,3108.93,-1.32%,9.26,13.52,-4.25,103,猛狮科技,2.27%,18.43
2017-12-04 11:25,家用轻工,3846.48,-1.39%,3.55,6.65,-3.10,69,好太太,10.04%,12.50
2017-12-04 11:25,非汽车交运,3173.8,-1.40%,2.81,4.97,-2.16,21,北方股份,1.64%,22.33
2017-12-04 11:25,计算机应用,7579.65,-1.44%,29.88,45.23,-15.35,157,中科创达,3.01%,35.55
2017-12-04 11:25,光学光电子,3210.43,-1.44%,46.54,39.25,7.28,59,京东方A,5.39%,5.67
2017-12-04 11:25,环保工程,4756.4,-1.64%,5.09,8.67,-3.58,37,中再资环,4.60%,7.27
2017-12-04 11:25,半导体及元件,3744.07,-1.65%,37.06,50.84,-13.78,71,奥士康,10.01%,48.13
2017-12-04 11:25,酒店及餐饮,1234.76,-1.69%,0.59,0.88,-0.29,10,岭南控股,0.17%,11.77
2017-12-04 11:25,造纸,1777,-1.71%,2.83,5.01,-2.18,21,冠豪高新,0.00%,4.72
2017-12-04 11:25,包装印刷,2697.78,-1.72%,1.53,3.08,-1.55,35,*ST中富,3.01%,4.11
2017-12-04 11:25,其他电子,4342.87,-1.82%,10.10,11.09,-0.99,46,洁美科技,3.51%,38.60
2017-12-04 11:25,仪器仪表,2952.02,-2.04%,1.04,2.17,-1.13,28,精测电子,1.34%,131.40
2017-12-04 11:25,新材料,4430.95,-2.15%,14.65,16.30,-1.65,34,方大炭素,2.20%,25.53
2017-12-04 11:30,饮料制造,1993.1,1.67%,30.82,23.37,7.45,40,香飘飘,10.02%,24.71
2017-12-04 11:30,机场航运,2116.59,1.28%,7.98,5.11,2.87,11,南方航空,3.89%,11.21
2017-12-04 11:30,港口航运,917.917,1.07%,6.29,4.62,1.67,28,中远海控,7.85%,6.87
2017-12-04 11:30,石油矿业开采,1858.42,1.06%,4.30,3.59,0.71,13,鄂尔多斯,5.46%,16.80
2017-12-04 11:30,化工新材料,4058.97,0.68%,6.01,5.31,0.70,16,长海股份,2.83%,13.07
2017-12-04 11:30,基础化学,2499.21,0.54%,10.79,10.90,-0.11,45,广汇能源,7.33%,4.83
2017-12-04 11:30,煤炭开采,1404.81,0.49%,14.14,15.04,-0.90,33,山煤国际,3.13%,4.94
2017-12-04 11:30,养殖业,2783.22,0.35%,3.93,2.98,0.95,24,牧原股份,5.93%,49.86
2017-12-04 11:30,钢铁,1539.49,0.30%,24.69,29.64,-4.95,32,安阳钢铁,4.86%,5.39
2017-12-04 11:30,燃气水务,1616.7,0.29%,4.30,5.42,-1.12,36,天壕环境,5.08%,6.62
2017-12-04 11:30,公路铁路运输,973.244,0.25%,2.71,3.28,-0.57,24,华北高速,8.15%,8.76
2017-12-04 11:30,保险及其他,2985.8,0.18%,36.79,28.23,8.56,25,中国太保,4.28%,42.61
2017-12-04 11:30,农产品加工,2771.32,0.14%,4.34,3.73,0.61,37,天马科技,4.11%,12.40
2017-12-04 11:30,有色冶炼加工,1960.08,0.07%,39.67,39.87,-0.20,79,荣华实业,9.95%,6.19
2017-12-04 11:30,医药商业,4852.79,-0.02%,1.82,2.53,-0.71,22,海虹控股,9.99%,27.42
2017-12-04 11:30,建筑材料,4001.82,-0.06%,21.78,23.19,-1.41,71,上峰水泥,3.63%,11.42
2017-12-04 11:30,交运设备服务,1197.33,-0.07%,1.24,1.44,-0.20,11,中国中期,2.55%,15.28
2017-12-04 11:30,白色家电,3619.63,-0.15%,19.94,14.61,5.33,48,小天鹅A,4.78%,58.73
2017-12-04 11:30,零售,1569.14,-0.21%,9.21,8.88,0.33,74,中央商场,5.01%,9.02
2017-12-04 11:30,采掘服务,1202.21,-0.22%,2.08,3.69,-1.61,15,蓝焰控股,5.21%,17.78
2017-12-04 11:30,银行,1092.82,-0.24%,24.18,22.40,1.78,50,平安银行,2.00%,13.26
2017-12-04 11:30,电力,1072.54,-0.25%,3.98,5.09,-1.12,69,华能国际,2.21%,6.48
2017-12-04 11:30,种植业与林业,2482.07,-0.30%,0.81,1.32,-0.51,20,海南橡胶,1.05%,5.78
2017-12-04 11:30,园区开发,1930.43,-0.35%,0.76,1.37,-0.61,10,电子城,6.97%,11.21
2017-12-04 11:30,化工合成材料,3366.1,-0.38%,15.32,14.67,0.65,76,恒力股份,6.62%,11.91
2017-12-04 11:30,汽车整车,1588.05,-0.39%,4.84,8.08,-3.24,25,比亚迪,1.55%,64.33
2017-12-04 11:30,综合,1961.35,-0.39%,3.39,5.31,-1.91,28,亿利洁能,5.87%,6.31
2017-12-04 11:30,景点及旅游,2508.73,-0.46%,2.02,2.26,-0.23,23,西藏旅游,4.63%,20.35
2017-12-04 11:30,视听器材,2668.38,-0.46%,3.44,3.79,-0.35,13,TCL集团,1.93%,4.23
2017-12-04 11:30,纺织制造,2011.9,-0.54%,2.45,3.17,-0.71,42,*ST中绒,5.08%,3.52
2017-12-04 11:30,农业服务,7564.2,-0.55%,0.45,0.76,-0.31,9,瑞普生物,0.78%,11.63
2017-12-04 11:30,贸易,2812.79,-0.58%,2.87,4.25,-1.38,32,天海投资,1.71%,7.15
2017-12-04 11:30,物流,4981.03,-0.59%,4.38,5.33,-0.94,32,恒基达鑫,3.98%,7.57
2017-12-04 11:30,化学制药,3661.56,-0.60%,18.68,19.56,-0.88,89,科伦药业,7.18%,24.77
2017-12-04 11:30,食品加工制造,3378.58,-0.60%,9.21,8.33,0.88,50,云南能投,9.98%,11.35
2017-12-04 11:30,房地产开发,2227.44,-0.61%,18.40,27.64,-9.25,129,京投发展,6.07%,6.12
2017-12-04 11:30,公交,1241.61,-0.70%,0.13,0.22,-0.09,8,江西长运,0.35%,8.53
2017-12-04 11:30,医疗器械服务,7495.46,-0.81%,5.33,7.74,-2.41,55,览海投资,6.56%,7.63
2017-12-04 11:30,中药,2950.45,-0.82%,6.85,8.12,-1.27,68,片仔癀,2.44%,63.42
2017-12-04 11:30,电气设备,3448.25,-0.83%,22.47,26.25,-3.79,190,金风科技,5.71%,16.85
2017-12-04 11:30,证券,1298.91,-0.88%,16.57,29.00,-12.43,35,国盛金控,1.07%,22.74
2017-12-04 11:30,通信服务,2690.59,-0.88%,6.84,9.85,-3.01,42,中青宝,1.36%,15.65
2017-12-04 11:30,国防军工,1358.2,-0.90%,8.14,10.27,-2.13,40,北斗星通,4.32%,32.34
2017-12-04 11:30,传媒,2861.62,-0.91%,13.70,18.62,-4.92,102,恺英网络,5.65%,25.99
2017-12-04 11:30,计算机设备,2673.33,-0.93%,12.01,15.59,-3.58,47,大华股份,4.16%,25.52
2017-12-04 11:30,化学制品,3534.03,-0.97%,34.95,35.64,-0.69,187,润禾材料,10.01%,19.34
2017-12-04 11:30,服装家纺,2761.97,-1.04%,4.15,5.32,-1.17,52,三夫户外,3.79%,26.83
2017-12-04 11:30,电子制造,5125.62,-1.04%,11.87,13.14,-1.27,47,立讯精密,4.30%,24.72
2017-12-04 11:30,通信设备,3461.21,-1.05%,31.70,33.70,-2.00,87,武汉凡谷,5.49%,14.02
2017-12-04 11:30,汽车零部件,3116.89,-1.07%,10.19,14.17,-3.98,103,猛狮科技,2.27%,18.43
2017-12-04 11:30,通用设备,3523.9,-1.30%,9.53,14.76,-5.23,149,红宇新材,3.62%,7.73
2017-12-04 11:30,专用设备,3575.17,-1.30%,11.69,18.28,-6.59,142,合力科技,44.02%,20.48
2017-12-04 11:30,建筑装饰,3919.8,-1.32%,12.74,18.88,-6.14,118,雅百特,5.70%,9.09
2017-12-04 11:30,汽车零部件,3108.93,-1.32%,9.26,13.52,-4.25,103,猛狮科技,2.27%,18.43
2017-12-04 11:30,家用轻工,3846.48,-1.39%,3.55,6.65,-3.10,69,好太太,10.04%,12.50
2017-12-04 11:30,非汽车交运,3173.8,-1.40%,2.81,4.97,-2.16,21,北方股份,1.64%,22.33
2017-12-04 11:30,计算机应用,7579.65,-1.44%,29.88,45.23,-15.35,157,中科创达,3.01%,35.55
2017-12-04 11:30,光学光电子,3210.43,-1.44%,46.54,39.25,7.28,59,京东方A,5.39%,5.67
2017-12-04 11:30,环保工程,4756.4,-1.64%,5.09,8.67,-3.58,37,中再资环,4.60%,7.27
2017-12-04 11:30,半导体及元件,3744.07,-1.65%,37.06,50.84,-13.78,71,奥士康,10.01%,48.13
2017-12-04 11:30,酒店及餐饮,1234.76,-1.69%,0.59,0.88,-0.29,10,岭南控股,0.17%,11.77
2017-12-04 11:30,造纸,1777,-1.71%,2.83,5.01,-2.18,21,冠豪高新,0.00%,4.72
2017-12-04 11:30,包装印刷,2697.78,-1.72%,1.53,3.08,-1.55,35,*ST中富,3.01%,4.11
2017-12-04 11:30,其他电子,4342.87,-1.82%,10.10,11.09,-0.99,46,洁美科技,3.51%,38.60
2017-12-04 11:30,仪器仪表,2952.02,-2.04%,1.04,2.17,-1.13,28,精测电子,1.34%,131.40
2017-12-04 11:30,新材料,4430.95,-2.15%,14.65,16.30,-1.65,34,方大炭素,2.20%,25.53
2017-12-04 11:35,饮料制造,1994.19,1.72%,31.36,23.70,7.65,40,香飘飘,10.02%,24.71
2017-12-04 11:35,机场航运,2117.06,1.30%,8.14,5.22,2.91,11,南方航空,4.08%,11.23
2017-12-04 11:35,石油矿业开采,1860.5,1.18%,4.34,3.60,0.73,13,鄂尔多斯,5.71%,16.84
2017-12-04 11:35,港口航运,918.085,1.09%,6.44,4.72,1.71,28,中远海控,8.32%,6.90
2017-12-04 11:35,化工新材料,4061.33,0.74%,6.18,5.38,0.80,16,长海股份,2.99%,13.09
2017-12-04 11:35,基础化学,2502.48,0.67%,11.15,11.06,0.10,45,广汇能源,6.89%,4.81
2017-12-04 11:35,煤炭开采,1403.68,0.41%,14.29,15.41,-1.13,33,山煤国际,3.13%,4.94
2017-12-04 11:35,养殖业,2783.72,0.37%,4.15,3.05,1.10,24,牧原股份,6.37%,50.07
2017-12-04 11:35,钢铁,1540.35,0.35%,24.92,29.90,-4.98,32,安阳钢铁,4.47%,5.37
2017-12-04 11:35,公路铁路运输,973.522,0.28%,2.75,3.31,-0.56,24,华北高速,8.03%,8.75
2017-12-04 11:35,燃气水务,1616.18,0.26%,4.33,5.46,-1.12,36,天壕环境,5.71%,6.66
2017-12-04 11:35,保险及其他,2987.38,0.23%,37.76,28.78,8.98,25,中国太保,4.21%,42.58
2017-12-04 11:35,农产品加工,2773.5,0.22%,4.55,3.78,0.76,37,天马科技,4.28%,12.42
2017-12-04 11:35,有色冶炼加工,1959.96,0.07%,39.95,40.24,-0.29,79,荣华实业,9.95%,6.19
2017-12-04 11:35,医药商业,4854.7,0.02%,1.87,2.57,-0.70,22,海虹控股,9.99%,27.42
2017-12-04 11:35,建筑材料,4002.33,-0.04%,22.10,23.45,-1.35,71,上峰水泥,3.72%,11.43
2017-12-04 11:35,白色家电,3622.1,-0.08%,20.71,14.89,5.82,48,小天鹅A,5.23%,58.98
2017-12-04 11:35,交运设备服务,1197.18,-0.08%,1.26,1.49,-0.23,11,中国中期,2.15%,15.22
2017-12-04 11:35,银行,1093.67,-0.16%,24.80,22.74,2.06,50,平安银行,2.15%,13.28
2017-12-04 11:35,零售,1569.34,-0.20%,9.35,8.99,0.36,74,中央商场,5.12%,9.03
2017-12-04 11:35,采掘服务,1202.4,-0.20%,2.10,3.71,-1.61,15,蓝焰控股,4.79%,17.71
2017-12-04 11:35,电力,1072.6,-0.24%,4.10,5.17,-1.07,69,华能国际,2.21%,6.48
2017-12-04 11:35,种植业与林业,2482.4,-0.29%,0.83,1.33,-0.49,20,神农基因,1.03%,3.93
2017-12-04 11:35,综合,1962.93,-0.31%,3.48,5.34,-1.87,28,亿利洁能,6.04%,6.32
2017-12-04 11:35,园区开发,1930.53,-0.34%,0.77,1.38,-0.60,10,电子城,7.35%,11.25
2017-12-04 11:35,汽车整车,1588.35,-0.37%,4.95,8.16,-3.22,25,比亚迪,1.64%,64.39
2017-12-04 11:35,化工合成材料,3366.14,-0.38%,15.61,14.87,0.74,76,恒力股份,6.89%,11.94
2017-12-04 11:35,视听器材,2670.2,-0.39%,3.48,3.85,-0.37,13,TCL集团,2.17%,4.24
2017-12-04 11:35,景点及旅游,2508.85,-0.46%,2.06,2.28,-0.23,23,西藏旅游,3.50%,20.13
2017-12-04 11:35,纺织制造,2012.7,-0.51%,2.49,3.21,-0.72,42,*ST中绒,5.08%,3.52
2017-12-04 11:35,农业服务,7566.04,-0.53%,0.47,0.78,-0.31,9,瑞普生物,0.78%,11.63
2017-12-04 11:35,化学制药,3664.02,-0.53%,19.17,19.86,-0.69,89,金达威,7.14%,20.55
2017-12-04 11:35,物流,4983.88,-0.54%,4.51,5.38,-0.87,32,恒基达鑫,4.12%,7.58
2017-12-04 11:35,食品加工制造,3379.68,-0.57%,9.44,8.42,1.02,50,云南能投,9.98%,11.35
2017-12-04 11:35,贸易,2812.65,-0.58%,2.90,4.28,-1.38,32,天海投资,1.85%,7.16
2017-12-04 11:35,房地产开发,2227.9,-0.59%,18.69,27.89,-9.20,129,京投发展,5.89%,6.11
2017-12-04 11:35,公交,1241.42,-0.72%,0.13,0.23,-0.10,8,江西长运,0.23%,8.52
2017-12-04 11:35,中药,2951.97,-0.77%,7.00,8.20,-1.20,68,片仔癀,2.42%,63.41
2017-12-04 11:35,医疗器械服务,7497.87,-0.77%,5.38,7.83,-2.45,55,览海投资,6.70%,7.64
2017-12-04 11:35,电气设备,3448.87,-0.81%,22.86,26.55,-3.69,190,金风科技,6.21%,16.93
2017-12-04 11:35,国防军工,1359.19,-0.83%,8.22,10.33,-2.12,40,北斗星通,3.81%,32.18
2017-12-04 11:35,证券,1299.51,-0.83%,17.00,29.31,-12.31,35,国盛金控,0.80%,22.68
2017-12-04 11:35,通信服务,2691.5,-0.85%,7.65,10.05,-2.39,42,中国联通,1.85%,7.17
2017-12-04 11:35,传媒,2862.51,-0.88%,13.85,18.81,-4.96,102,恺英网络,5.49%,25.95
2017-12-04 11:35,计算机设备,2673.37,-0.93%,12.22,15.78,-3.56,47,大华股份,4.29%,25.55
2017-12-04 11:35,化学制品,3534.91,-0.94%,35.45,36.07,-0.61,187,润禾材料,10.01%,19.34
2017-12-04 11:35,电子制造,5129.72,-0.96%,12.20,13.30,-1.10,47,立讯精密,4.30%,24.72
2017-12-04 11:35,服装家纺,2762.56,-1.02%,4.24,5.37,-1.13,52,三夫户外,4.02%,26.89
2017-12-04 11:35,通用设备,3533.07,-1.04%,10.96,16.14,-5.17,149,红宇新材,3.48%,7.72
2017-12-04 11:35,汽车零部件,3117.81,-1.04%,10.37,14.29,-3.92,103,猛狮科技,2.27%,18.43
2017-12-04 11:35,通用设备,3523.9,-1.30%,9.53,14.76,-5.23,149,红宇新材,3.62%,7.73
2017-12-04 11:35,专用设备,3575.17,-1.30%,11.69,18.28,-6.59,142,合力科技,44.02%,20.48
2017-12-04 11:35,建筑装饰,3919.8,-1.32%,12.74,18.88,-6.14,118,雅百特,5.70%,9.09
2017-12-04 11:35,汽车零部件,3108.93,-1.32%,9.26,13.52,-4.25,103,猛狮科技,2.27%,18.43
2017-12-04 11:35,家用轻工,3846.48,-1.39%,3.55,6.65,-3.10,69,好太太,10.04%,12.50
2017-12-04 11:35,非汽车交运,3173.8,-1.40%,2.81,4.97,-2.16,21,北方股份,1.64%,22.33
2017-12-04 11:35,计算机应用,7579.65,-1.44%,29.88,45.23,-15.35,157,中科创达,3.01%,35.55
2017-12-04 11:35,光学光电子,3210.43,-1.44%,46.54,39.25,7.28,59,京东方A,5.39%,5.67
2017-12-04 11:35,环保工程,4756.4,-1.64%,5.09,8.67,-3.58,37,中再资环,4.60%,7.27
2017-12-04 11:35,半导体及元件,3744.07,-1.65%,37.06,50.84,-13.78,71,奥士康,10.01%,48.13
2017-12-04 11:35,酒店及餐饮,1234.76,-1.69%,0.59,0.88,-0.29,10,岭南控股,0.17%,11.77
2017-12-04 11:35,造纸,1777,-1.71%,2.83,5.01,-2.18,21,冠豪高新,0.00%,4.72
2017-12-04 11:35,包装印刷,2697.78,-1.72%,1.53,3.08,-1.55,35,*ST中富,3.01%,4.11
2017-12-04 11:35,其他电子,4342.87,-1.82%,10.10,11.09,-0.99,46,洁美科技,3.51%,38.60
2017-12-04 11:35,仪器仪表,2952.02,-2.04%,1.04,2.17,-1.13,28,精测电子,1.34%,131.40
2017-12-04 11:35,新材料,4430.95,-2.15%,14.65,16.30,-1.65,34,方大炭素,2.20%,25.53
2017-12-04 11:40,饮料制造,1994.13,1.72%,31.36,23.71,7.65,40,香飘飘,10.02%,24.71
2017-12-04 11:40,机场航运,2117.32,1.32%,8.14,5.22,2.91,11,南方航空,3.98%,11.22
2017-12-04 11:40,石油矿业开采,1860.54,1.18%,4.34,3.60,0.73,13,鄂尔多斯,5.71%,16.84
2017-12-04 11:40,港口航运,917.916,1.07%,6.44,4.72,1.71,28,中远海控,8.32%,6.90
2017-12-04 11:40,化工新材料,4061.5,0.74%,6.18,5.38,0.80,16,长海股份,2.99%,13.09
2017-12-04 11:40,基础化学,2502.44,0.67%,11.15,11.06,0.10,45,广汇能源,6.89%,4.81
2017-12-04 11:40,煤炭开采,1403.81,0.41%,14.29,15.42,-1.13,33,山煤国际,3.13%,4.94
2017-12-04 11:40,养殖业,2783.7,0.36%,4.15,3.05,1.11,24,牧原股份,6.25%,50.01
2017-12-04 11:40,钢铁,1539.71,0.31%,24.92,29.90,-4.98,32,安阳钢铁,4.47%,5.37
2017-12-04 11:40,公路铁路运输,973.522,0.28%,2.75,3.31,-0.56,24,华北高速,8.03%,8.75
2017-12-04 11:40,燃气水务,1616.06,0.25%,4.33,5.46,-1.12,36,天壕环境,5.56%,6.65
2017-12-04 11:40,农产品加工,2773.92,0.24%,4.55,3.78,0.76,37,天马科技,4.28%,12.42
2017-12-04 11:40,保险及其他,2987.04,0.22%,37.76,28.79,8.97,25,中国太保,4.21%,42.58
2017-12-04 11:40,有色冶炼加工,1960.02,0.07%,39.96,40.25,-0.29,79,荣华实业,9.95%,6.19
2017-12-04 11:40,医药商业,4854.7,0.02%,1.87,2.57,-0.70,22,海虹控股,9.99%,27.42
2017-12-04 11:40,建筑材料,4002.83,-0.03%,22.11,23.46,-1.35,71,万年青,4.22%,12.60
2017-12-04 11:40,交运设备服务,1197.12,-0.09%,1.27,1.49,-0.23,11,中国中期,1.88%,15.18
2017-12-04 11:40,白色家电,3621.51,-0.10%,20.71,14.89,5.82,48,小天鹅A,5.23%,58.98
2017-12-04 11:40,银行,1093.75,-0.16%,24.80,22.75,2.06,50,平安银行,2.15%,13.28
2017-12-04 11:40,零售,1569.4,-0.19%,9.35,8.99,0.36,74,中央商场,5.12%,9.03
2017-12-04 11:40,采掘服务,1202.42,-0.20%,2.10,3.71,-1.61,15,蓝焰控股,5.03%,17.75
2017-12-04 11:40,电力,1072.66,-0.24%,4.10,5.17,-1.07,69,华能国际,2.05%,6.47
2017-12-04 11:40,种植业与林业,2482.4,-0.29%,0.83,1.33,-0.49,20,海南橡胶,0.87%,5.77
2017-12-04 11:40,综合,1962.89,-0.32%,3.48,5.34,-1.87,28,亿利洁能,6.04%,6.32
2017-12-04 11:40,园区开发,1930.9,-0.32%,0.77,1.38,-0.60,10,电子城,7.35%,11.25
2017-12-04 11:40,汽车整车,1588.58,-0.35%,4.95,8.16,-3.21,25,比亚迪,1.66%,64.40
2017-12-04 11:40,视听器材,2671.3,-0.35%,3.48,3.85,-0.37,13,TCL集团,2.17%,4.24
2017-12-04 11:40,化工合成材料,3365.98,-0.38%,15.62,14.88,0.74,76,恒力股份,6.80%,11.93
2017-12-04 11:40,景点及旅游,2508.85,-0.46%,2.06,2.28,-0.23,23,西藏旅游,3.50%,20.13
2017-12-04 11:40,纺织制造,2013.12,-0.48%,2.49,3.21,-0.72,42,*ST中绒,5.08%,3.52
2017-12-04 11:40,物流,4984.2,-0.53%,4.51,5.38,-0.87,32,恒基达鑫,3.98%,7.57
2017-12-04 11:40,化学制药,3664.02,-0.53%,19.17,19.86,-0.69,89,金达威,7.46%,20.61
2017-12-04 11:40,农业服务,7565.43,-0.54%,0.47,0.78,-0.31,9,瑞普生物,0.78%,11.63
2017-12-04 11:40,食品加工制造,3379.69,-0.57%,9.45,8.42,1.03,50,云南能投,9.98%,11.35
2017-12-04 11:40,贸易,2812.63,-0.58%,2.90,4.28,-1.38,32,天海投资,1.85%,7.16
2017-12-04 11:40,房地产开发,2227.94,-0.59%,18.70,27.89,-9.19,129,京投发展,5.89%,6.11
2017-12-04 11:40,公交,1241.42,-0.72%,0.13,0.23,-0.10,8,江西长运,0.23%,8.52
2017-12-04 11:40,中药,2952.15,-0.76%,7.00,8.20,-1.19,68,片仔癀,2.42%,63.41
2017-12-04 11:40,医疗器械服务,7498.63,-0.76%,5.38,7.83,-2.45,55,览海投资,6.70%,7.64
2017-12-04 11:40,电气设备,3448.63,-0.82%,22.86,26.55,-3.69,190,金风科技,6.27%,16.94
2017-12-04 11:40,证券,1299.68,-0.82%,17.00,29.31,-12.31,35,国盛金控,0.98%,22.72
2017-12-04 11:40,国防军工,1359.19,-0.83%,8.22,10.33,-2.12,40,北斗星通,3.87%,32.20
2017-12-04 11:40,通信服务,2691.59,-0.84%,7.65,10.05,-2.40,42,中青宝,1.88%,15.73
2017-12-04 11:40,传媒,2862.34,-0.88%,13.86,18.81,-4.96,102,恺英网络,5.65%,25.99
2017-12-04 11:40,计算机设备,2673.19,-0.94%,12.22,15.78,-3.56,47,大华股份,4.29%,25.55
2017-12-04 11:40,化学制品,3534.61,-0.95%,35.49,36.07,-0.58,187,润禾材料,10.01%,19.34
2017-12-04 11:40,电子制造,5129.85,-0.96%,12.20,13.30,-1.10,47,立讯精密,4.30%,24.72
2017-12-04 11:40,服装家纺,2762.16,-1.03%,4.24,5.37,-1.13,52,三夫户外,4.06%,26.90
2017-12-04 11:40,汽车零部件,3117.84,-1.04%,10.37,14.29,-3.92,103,福耀玻璃,2.23%,27.08
2017-12-04 11:40,通用设备,3533.09,-1.04%,10.96,16.14,-5.17,149,红宇新材,3.75%,7.74
2017-12-04 11:40,通用设备,3523.9,-1.30%,9.53,14.76,-5.23,149,红宇新材,3.62%,7.73
2017-12-04 11:40,专用设备,3575.17,-1.30%,11.69,18.28,-6.59,142,合力科技,44.02%,20.48
2017-12-04 11:40,建筑装饰,3919.8,-1.32%,12.74,18.88,-6.14,118,雅百特,5.70%,9.09
2017-12-04 11:40,汽车零部件,3108.93,-1.32%,9.26,13.52,-4.25,103,猛狮科技,2.27%,18.43
2017-12-04 11:40,家用轻工,3846.48,-1.39%,3.55,6.65,-3.10,69,好太太,10.04%,12.50
2017-12-04 11:40,非汽车交运,3173.8,-1.40%,2.81,4.97,-2.16,21,北方股份,1.64%,22.33
2017-12-04 11:40,计算机应用,7579.65,-1.44%,29.88,45.23,-15.35,157,中科创达,3.01%,35.55
2017-12-04 11:40,光学光电子,3210.43,-1.44%,46.54,39.25,7.28,59,京东方A,5.39%,5.67
2017-12-04 11:40,环保工程,4756.4,-1.64%,5.09,8.67,-3.58,37,中再资环,4.60%,7.27
2017-12-04 11:40,半导体及元件,3744.07,-1.65%,37.06,50.84,-13.78,71,奥士康,10.01%,48.13
2017-12-04 11:40,酒店及餐饮,1234.76,-1.69%,0.59,0.88,-0.29,10,岭南控股,0.17%,11.77
2017-12-04 11:40,造纸,1777,-1.71%,2.83,5.01,-2.18,21,冠豪高新,0.00%,4.72
2017-12-04 11:40,包装印刷,2697.78,-1.72%,1.53,3.08,-1.55,35,*ST中富,3.01%,4.11
2017-12-04 11:40,其他电子,4342.87,-1.82%,10.10,11.09,-0.99,46,洁美科技,3.51%,38.60
2017-12-04 11:40,仪器仪表,2952.02,-2.04%,1.04,2.17,-1.13,28,精测电子,1.34%,131.40
2017-12-04 11:40,新材料,4430.95,-2.15%,14.65,16.30,-1.65,34,方大炭素,2.20%,25.53
2017-12-04 11:45,饮料制造,1994.13,1.72%,31.36,23.71,7.65,40,香飘飘,10.02%,24.71
2017-12-04 11:45,机场航运,2117.32,1.32%,8.14,5.22,2.91,11,南方航空,3.98%,11.22
2017-12-04 11:45,石油矿业开采,1860.54,1.18%,4.34,3.60,0.73,13,鄂尔多斯,5.71%,16.84
2017-12-04 11:45,港口航运,917.916,1.07%,6.44,4.72,1.71,28,中远海控,8.32%,6.90
2017-12-04 11:45,化工新材料,4061.5,0.74%,6.18,5.38,0.80,16,长海股份,2.99%,13.09
2017-12-04 11:45,基础化学,2502.44,0.67%,11.15,11.06,0.10,45,广汇能源,6.89%,4.81
2017-12-04 11:45,煤炭开采,1403.81,0.41%,14.29,15.42,-1.13,33,山煤国际,3.13%,4.94
2017-12-04 11:45,养殖业,2783.7,0.36%,4.15,3.05,1.11,24,牧原股份,6.25%,50.01
2017-12-04 11:45,钢铁,1539.71,0.31%,24.92,29.90,-4.98,32,安阳钢铁,4.47%,5.37
2017-12-04 11:45,公路铁路运输,973.522,0.28%,2.75,3.31,-0.56,24,华北高速,8.03%,8.75
2017-12-04 11:45,燃气水务,1616.06,0.25%,4.33,5.46,-1.12,36,天壕环境,5.56%,6.65
2017-12-04 11:45,农产品加工,2773.92,0.24%,4.55,3.78,0.76,37,天马科技,4.28%,12.42
2017-12-04 11:45,保险及其他,2987.04,0.22%,37.76,28.79,8.97,25,中国太保,4.21%,42.58
2017-12-04 11:45,有色冶炼加工,1960.02,0.07%,39.96,40.25,-0.29,79,荣华实业,9.95%,6.19
2017-12-04 11:45,医药商业,4854.7,0.02%,1.87,2.57,-0.70,22,海虹控股,9.99%,27.42
2017-12-04 11:45,建筑材料,4002.83,-0.03%,22.11,23.46,-1.35,71,万年青,4.22%,12.60
2017-12-04 11:45,交运设备服务,1197.12,-0.09%,1.27,1.49,-0.23,11,中国中期,1.88%,15.18
2017-12-04 11:45,白色家电,3621.51,-0.10%,20.71,14.89,5.82,48,小天鹅A,5.23%,58.98
2017-12-04 11:45,银行,1093.75,-0.16%,24.80,22.75,2.06,50,平安银行,2.15%,13.28
2017-12-04 11:45,零售,1569.4,-0.19%,9.35,8.99,0.36,74,中央商场,5.12%,9.03
2017-12-04 11:45,采掘服务,1202.42,-0.20%,2.10,3.71,-1.61,15,蓝焰控股,5.03%,17.75
2017-12-04 11:45,电力,1072.66,-0.24%,4.10,5.17,-1.07,69,华能国际,2.05%,6.47
2017-12-04 11:45,种植业与林业,2482.4,-0.29%,0.83,1.33,-0.49,20,海南橡胶,0.87%,5.77
2017-12-04 11:45,综合,1962.89,-0.32%,3.48,5.34,-1.87,28,亿利洁能,6.04%,6.32
2017-12-04 11:45,园区开发,1930.9,-0.32%,0.77,1.38,-0.60,10,电子城,7.35%,11.25
2017-12-04 11:45,汽车整车,1588.58,-0.35%,4.95,8.16,-3.21,25,比亚迪,1.66%,64.40
